fir_id,district_id,station_id,crime_head,crime_category,ipc_bns_sections,crime_date,crime_time,registration_date,registration_time,latitude,longitude,description,District_Name,District_Population,Station_Name,Station_Type,Station_Jurisdiction_Area,Victim_Count,First_Victim_Name,First_Victim_Gender,First_Victim_Age,Any_Fatal_Injury,Accused_Count,First_Accused_Name,First_Accused_Gender,First_Accused_Age,Any_Absconding,Any_Previous_Record,Witness_Count,Any_High_Reliability_Witness,Primary_Vehicle_Category,Total_Vehicle_Value_INR,Weapon_Count,Primary_Weapon_Type,Any_Unlicensed_Weapon,Cyber_Attack_Vector,Cyber_Target_System,Cyber_Financial_Loss_INR,Cyber_Flag,Economic_Fraud_Type,Economic_Amount_Involved_INR,Economic_Affected_Entity_Type,Evidence_Count,FSL_Sent_Count,Investigation_Actions_Count,Last_Action_Date,First_Action_Date,Investigation_Status,Investigation_Days,Has_ChargeSheet,Court_Name,ChargeSheet_Total_Accused,ChargeSheet_Filing_Date,Has_Judgment,Judgment_Result,Sentence_Details,Sentence_Years,Life_Sentence_Flag,Fine_Amount_INR,Judgment_Date,Court_Type,ChargeSheet_Days,Weapon_Used_Flag,crime_year,crime_month,crime_dayofweek,crime_is_weekend,crime_time_of_day,reporting_delay_days,investigation_duration_days,chargesheet_duration_days,victim_age_group,accused_age_group,description_word_count,description_char_count
FIR-2024-BLR-001605,DIST-000001,PS-000071,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-10-23,04:43:16,2024-10-30,10:19:10,-39.9514495,-49.789536,Incident reported at Edwin Law & Order Police Station regarding Cyber Crime. Ipsum quam optio nesciunt odio sit. Voluptatum molestias quis harum. Commodi enim quasi perferendis odit ipsa laudantium. Similique pariatur nulla ullam a aut.,Bengaluru City,13608000,Edwin Law & Order Police Station,Law & Order,Edwin and surrounding areas,1,Yediyurappa Joshi,Male,42,False,1,Nagaraj Chalavadi,Male,30,False,False,3,True,Four-Wheeler,725000.0,1,Switchblade / Dagger,False,Unauthorized Access / Hacking,ATM / PoS Terminal,67500.0,True,Bank Loan Fraud,1300000.0,Government Department,2,2,2,2024-11-05,2024-11-04,COMPLETED,1,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,10,Wednesday,False,Night,7,1,,35-49,25-34,35,236
FIR-2024-BLR-001606,DIST-000001,PS-000080,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-09-09,21:57:44,2024-09-11,22:15:02,47.7769685,144.685056,Incident reported at Nadkarni Traffic Police Station regarding Cyber Crime. Officiis corrupti dolorum dicta repudiandae odit. Quis cumque deserunt recusandae dignissimos. Blanditiis natus consectetur odio. Ipsum sint debitis facere sed repellat aliquid eius.,Bengaluru City,13608000,Nadkarni Traffic Police Station,Traffic,Nadkarni and surrounding areas,1,Radha Bhat,Female,47,False,1,Kumar Gowda,Male,22,False,False,3,True,Four-Wheeler,740000.0,2,Sword / Talwar,False,Social Media Impersonation,E-Commerce Payment Gateway,80000.0,True,Tax Evasion,1550000.0,Private Corporation,2,1,3,2024-09-20,2024-09-13,COMPLETED,7,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,9,Monday,False,Night,2,7,,35-49,18-24,33,258
FIR-2024-BLR-001607,DIST-000001,PS-000069,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-11-15,07:02:26,2024-11-17,21:36:47,38.171782,-179.232113,Incident reported at Nigam Crime Police Station regarding Cyber Crime. Aliquid natus accusantium rem aut corrupti. Non ea iusto a. Ad magni sapiente soluta modi repellendus libero. Fugit iure deleniti dolorum sapiente commodi laborum enim.,Bengaluru City,13608000,Nigam Crime Police Station,Crime,Nigam and surrounding areas,1,Chetan Prabhu,Male,35,False,1,Devaraj Kuruba,Male,18,False,True,3,True,Four-Wheeler,755000.0,1,Wooden Lathi / Club,False,Investment / Crypto Scam,Social Media Profile,92500.0,True,Insider Trading,1800000.0,Government Department,3,3,1,2024-11-22,2024-11-22,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,11,Friday,False,Morning,2,0,,25-34,<18,35,239
FIR-2024-BLR-001608,DIST-000001,PS-000026,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-11-06,14:44:47,2024-12-06,22:25:16,-47.615091,-163.12734,Incident reported at Choudhury Law & Order Police Station regarding Cyber Crime. Dolores neque necessitatibus. Corrupti a perferendis expedita ullam impedit. Id quos excepturi voluptatibus. Occaecati culpa sit fuga explicabo nobis optio.,Bengaluru City,13608000,Choudhury Law & Order Police Station,Law & Order,Choudhury and surrounding areas,1,Kavitha Reddy,Female,33,False,1,Venkatesh Kulkarni,Male,20,True,True,3,True,Auto-Rickshaw,240000.0,2,Gelatin Sticks / Detonators,False,Phishing / Vishing,Personal Email Account,105000.0,True,Corporate Fraud,2050000.0,Private Corporation,3,3,2,2024-12-09,2024-12-07,COMPLETED,2,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,11,Wednesday,False,Afternoon,30,2,,25-34,18-24,32,237
FIR-2024-BLR-001609,DIST-000001,PS-000011,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-04-02,18:47:39,2024-04-02,22:00:50,-47.0776875,-8.964617,Incident reported at Wali Law & Order Police Station regarding Cyber Crime. Blanditiis exercitationem voluptas. Dignissimos quam eveniet libero necessitatibus. Cupiditate eveniet perspiciatis ab nulla deserunt. Repellat nemo tempora error fugiat.,Bengaluru City,13608000,Wali Law & Order Police Station,Law & Order,Wali and surrounding areas,1,Suresh Deshmukh,Male,49,False,1,Venkatesh Reddy,Male,45,False,False,3,True,Commercial / LCV,785000.0,1,12 Bore DBBL Gun,False,UPI Payment Fraud,Cryptocurrency Wallet,117500.0,True,Embezzlement / Misappropriation,2300000.0,Government Department,3,3,3,2024-04-14,2024-04-05,COMPLETED,9,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,4,Tuesday,False,Evening,0,9,,35-49,35-49,31,246
FIR-2024-BLR-001610,DIST-000001,PS-000073,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-06-04,03:33:02,2024-06-06,16:47:13,68.9236785,-128.746793,Incident reported at Swamy Crime Police Station regarding Cyber Crime. Excepturi saepe ullam iure non. Ducimus quidem expedita voluptate. Aliquid distinctio dignissimos ipsum sit possimus. Provident natus veritatis voluptatibus odio numquam consectetur iste. Beatae ducimus facilis minima voluptatum.,Bengaluru City,13608000,Swamy Crime Police Station,Crime,Swamy and surrounding areas,1,Karthik Naidu,Male,53,False,1,Shivakumar Naidu,Male,41,False,False,4,True,Two-Wheeler,215000.0,1,9mm Pistol,True,Ransomware / Malware,Mobile Banking Application,130000.0,True,Money Laundering,2550000.0,Private Corporation,2,2,1,2024-06-07,2024-06-07,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,6,Tuesday,False,Night,2,0,,50-64,35-49,38,300
FIR-2024-BLR-001611,DIST-000001,PS-000057,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-04-21,21:54:56,2024-04-21,04:28:26,66.129267,-48.012485,Incident reported at Agate Law & Order Police Station regarding Cyber Crime. Velit a laborum harum consequuntur molestiae. Autem impedit inventore mollitia modi suscipit placeat. Sapiente consequuntur ea porro et.,Bengaluru City,13608000,Agate Law & Order Police Station,Law & Order,Agate and surrounding areas,1,Anand Joshi,Male,53,False,1,Raghu Hiremath,Male,34,False,False,4,True,Two-Wheeler,230000.0,2,Machete (Long Blade),False,Identity Theft,Corporate Cloud Server,142500.0,True,Chit Fund Scam,2800000.0,Government Department,3,3,2,2024-04-26,2024-04-23,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,4,Sunday,True,Night,0,3,,50-64,25-34,30,213
FIR-2024-BLR-001612,DIST-000001,PS-000016,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-09-10,11:54:25,2024-09-11,22:43:32,-17.6729245,-152.784276,Incident reported at Ramakrishnan Law & Order Police Station regarding Cyber Crime. Fugit vel eveniet corrupti id adipisci. Dolorum maiores soluta atque molestiae nam velit. Tenetur deleniti sed quis odit praesentium temporibus unde. Ratione odio similique explicabo quo tempore nulla. Accusantium enim officiis quo quisquam quo amet.,Bengaluru City,13608000,Ramakrishnan Law & Order Police Station,Law & Order,Ramakrishnan and surrounding areas,1,Darshan Bhat,Male,23,False,2,Devaraj Hiremath,Male,18,False,True,2,True,Two-Wheeler,245000.0,1,Sword / Talwar,False,SIM Swapping,ATM / PoS Terminal,155000.0,True,Real Estate Fraud,3050000.0,Private Corporation,2,2,3,2024-09-21,2024-09-15,COMPLETED,6,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,9,Tuesday,False,Morning,1,6,,18-24,<18,47,334
FIR-2024-BLR-001613,DIST-000001,PS-000034,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-09-18,23:20:24,2024-09-19,16:25:13,-61.4329985,-97.539892,Incident reported at Shroff Law & Order Police Station regarding Cyber Crime. Aliquid impedit aperiam mollitia adipisci fugiat ducimus beatae. Quos sunt sunt vero nihil. Enim unde voluptatibus quo placeat hic. Autem unde inventore. Quaerat reprehenderit officia error tempora. Dolorum ducimus quis molestias facilis tempora minima. Fugiat quis quod delectus.,Bengaluru City,13608000,Shroff Law & Order Police Station,Law & Order,Shroff and surrounding areas,1,Shruthi Reddy,Female,62,False,1,Venkatesh Patil,Male,48,False,False,3,True,Two-Wheeler,260000.0,2,Iron Rod / Crowbar,False,Unauthorized Access / Hacking,E-Commerce Payment Gateway,167500.0,True,Bank Loan Fraud,3300000.0,Government Department,3,1,1,2024-09-21,2024-09-21,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,9,Wednesday,False,Night,1,0,,50-64,35-49,50,358
FIR-2024-BLR-001614,DIST-000001,PS-000033,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-08-23,19:37:54,2024-08-23,19:36:21,-1.0386045,164.332421,Incident reported at Nazareth Traffic Police Station regarding Cyber Crime. Ut consequatur reprehenderit explicabo. Odio praesentium magnam harum earum. Quia corrupti quas culpa esse ipsam ipsam. Quisquam sint quod soluta. Illum nemo repudiandae eum repudiandae.,Bengaluru City,13608000,Nazareth Traffic Police Station,Traffic,Nazareth and surrounding areas,1,Ravi Bhat,Male,66,False,1,Sunitha Reddy,Female,51,False,False,3,True,Four-Wheeler,660000.0,1,Gelatin Sticks / Detonators,False,Social Media Impersonation,Social Media Profile,180000.0,True,Tax Evasion,3550000.0,Private Corporation,2,2,2,2024-08-30,2024-08-26,COMPLETED,4,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,8,Friday,False,Evening,0,4,,65+,50-64,35,262
FIR-2024-BLR-001615,DIST-000001,PS-000067,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-04-18,15:30:11,2024-04-18,14:12:06,50.413283,-2.826793,Incident reported at Bir Law & Order Police Station regarding Cyber Crime. Quod itaque exercitationem eligendi. Commodi dolorum dignissimos mollitia reprehenderit fugit atque minus. Praesentium fuga nesciunt nobis ratione. Eos asperiores voluptatum saepe.,Bengaluru City,13608000,Bir Law & Order Police Station,Law & Order,Bir and surrounding areas,1,Suresh Naidu,Male,66,False,1,Suresh Moger,Male,27,False,False,4,True,Four-Wheeler,675000.0,2,0.32 Calibre Revolver,True,Investment / Crypto Scam,Personal Email Account,192500.0,True,Insider Trading,3800000.0,Government Department,2,1,3,2024-04-26,2024-04-23,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,4,Thursday,False,Afternoon,0,3,,65+,25-34,33,255
FIR-2024-BLR-001616,DIST-000001,PS-000028,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-01-09,01:26:26,2024-01-09,12:10:20,-79.4914635,66.438641,Incident reported at Shetty Traffic Police Station regarding Cyber Crime. Quas occaecati facilis expedita. Ipsa temporibus illum voluptates. Nemo sint quasi facilis facilis.,Bengaluru City,13608000,Shetty Traffic Police Station,Traffic,Shetty and surrounding areas,1,Nagaraj Angadi,Male,55,False,1,Ramesh Naidu,Male,19,False,True,2,True,Four-Wheeler,690000.0,1,9mm Pistol,False,Phishing / Vishing,Cryptocurrency Wallet,205000.0,True,Corporate Fraud,4050000.0,Private Corporation,3,3,1,2024-01-12,2024-01-12,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,1,Tuesday,False,Night,0,0,,50-64,18-24,23,173
FIR-2024-BLR-001617,DIST-000001,PS-000023,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-07-06,12:03:50,2024-07-09,10:30:29,-50.0635995,-178.997903,Incident reported at Bahl Law & Order Police Station regarding Cyber Crime. Magni porro omnis inventore ipsum veritatis. Minima excepturi nemo aperiam. Dolore magni quos voluptatibus libero nam. Necessitatibus quisquam quis quisquam aspernatur et corrupti.,Bengaluru City,13608000,Bahl Law & Order Police Station,Law & Order,Bahl and surrounding areas,1,Pooja Bhat,Female,52,False,1,Devaraj Pujari,Male,25,True,False,4,True,Four-Wheeler,705000.0,2,Machete (Long Blade),False,UPI Payment Fraud,Mobile Banking Application,217500.0,True,Embezzlement / Misappropriation,4300000.0,Government Department,2,2,2,2024-07-18,2024-07-13,COMPLETED,5,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,7,Saturday,True,Afternoon,3,5,,50-64,18-24,35,256
FIR-2024-BLR-001618,DIST-000001,PS-000077,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-10-30,18:12:10,2024-10-30,23:42:50,-59.4328895,121.353563,Incident reported at Bhagat Law & Order Police Station regarding Cyber Crime. Nesciunt eligendi exercitationem. Sunt aut eius quo repellendus in. Reprehenderit similique perspiciatis error. Explicabo eaque quidem placeat recusandae neque. Aut cum ad.,Bengaluru City,13608000,Bhagat Law & Order Police Station,Law & Order,Bhagat and surrounding areas,1,Karthik Hiremath,Male,48,False,1,Chetan Gowda,Male,43,False,False,3,True,Auto-Rickshaw,190000.0,1,Sword / Talwar,False,Ransomware / Malware,Corporate Cloud Server,230000.0,True,Money Laundering,4550000.0,Private Corporation,3,2,3,2024-11-05,2024-10-31,COMPLETED,5,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,10,Wednesday,False,Evening,0,5,,35-49,35-49,34,250
FIR-2024-BLR-001619,DIST-000001,PS-000070,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-07-25,16:24:39,2024-07-26,02:49:15,48.7201375,-151.035248,Incident reported at Krishnan Traffic Police Station regarding Cyber Crime. Cupiditate voluptatibus quasi maxime reiciendis doloribus. Aliquam ducimus quis quasi expedita sunt. Iste reiciendis voluptatibus quidem quis suscipit. Soluta occaecati corporis neque. Minima delectus error ullam provident.,Bengaluru City,13608000,Krishnan Traffic Police Station,Traffic,Krishnan and surrounding areas,1,Shruthi Pawar,Female,23,False,1,Puneeth Moger,Male,20,False,False,2,True,Commercial / LCV,735000.0,2,Iron Rod / Crowbar,False,Identity Theft,ATM / PoS Terminal,242500.0,True,Chit Fund Scam,4800000.0,Government Department,2,2,1,2024-07-30,2024-07-30,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,7,Thursday,False,Afternoon,1,0,,18-24,18-24,37,299
FIR-2024-BLR-001620,DIST-000001,PS-000044,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-01-15,16:18:00,2024-01-16,12:51:10,-44.989811,-123.26865,Incident reported at Nagarajan Law & Order Police Station regarding Cyber Crime. Fugit inventore eius sapiente. Fuga facilis dolor inventore harum illum. Id aut repellat veritatis cumque dicta. Maiores consequatur saepe beatae reprehenderit.,Bengaluru City,13608000,Nagarajan Law & Order Police Station,Law & Order,Nagarajan and surrounding areas,1,Radha Muralidhar,Female,62,False,1,Chetan Reddy,Male,33,False,True,2,True,Two-Wheeler,165000.0,2,Gelatin Sticks / Detonators,True,SIM Swapping,E-Commerce Payment Gateway,255000.0,True,Real Estate Fraud,5050000.0,Private Corporation,3,3,2,2024-01-22,2024-01-21,COMPLETED,1,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,1,Monday,False,Afternoon,1,1,,50-64,25-34,33,241
FIR-2024-BLR-001621,DIST-000001,PS-000032,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-04-25,10:14:52,2024-04-25,10:28:03,24.349157,86.400931,Incident reported at Bengaluru City Cyber Crime (CEN) regarding Cyber Crime. Ipsa doloremque cumque eius. Amet a veritatis aliquid architecto quis soluta ad. Quam reiciendis quidem. Porro provident repudiandae dicta. Ut sunt voluptatem vero ea atque.,Bengaluru City,13608000,Bengaluru City Cyber Crime (CEN),Cyber Crime (CEN),Ram and surrounding areas,1,Ganesh Patil,Male,43,False,1,Venkatesh Angadi,Male,18,False,False,3,True,Two-Wheeler,180000.0,1,12 Bore DBBL Gun,False,Unauthorized Access / Hacking,Social Media Profile,267500.0,True,Bank Loan Fraud,5300000.0,Government Department,2,1,3,2024-05-04,2024-04-27,COMPLETED,7,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,4,Thursday,False,Morning,0,7,,35-49,<18,36,250
FIR-2024-BLR-001622,DIST-000001,PS-000057,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-12-22,04:35:43,2024-12-23,22:57:24,-6.4266,117.154096,Incident reported at Agate Law & Order Police Station regarding Cyber Crime. Assumenda vel totam autem. Modi suscipit odit quia natus. Dicta ad occaecati maiores ab consectetur natus. Suscipit molestiae neque fugiat ut non deleniti. Consectetur id temporibus a. Ducimus fuga nostrum optio optio corrupti. Itaque corrupti eligendi vel.,Bengaluru City,13608000,Agate Law & Order Police Station,Law & Order,Agate and surrounding areas,1,Mahesh Gowda,Male,54,False,2,Mahesh Joshi,Male,35,True,True,4,True,Two-Wheeler,195000.0,2,9mm Pistol,False,Social Media Impersonation,Personal Email Account,280000.0,True,Tax Evasion,5550000.0,Private Corporation,2,1,1,2024-12-28,2024-12-28,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,12,Sunday,True,Night,1,0,,50-64,25-34,49,334
FIR-2024-BLR-001623,DIST-000001,PS-000077,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-05-20,23:39:17,2024-05-22,03:05:57,-32.0480115,-159.646705,Incident reported at Bhagat Law & Order Police Station regarding Cyber Crime. Sint iusto impedit alias modi. Illo unde sint nesciunt amet ipsam. Nisi impedit esse doloribus. Harum dolores consectetur assumenda alias eaque architecto quia. Voluptas sed a magni nobis. Ipsa ex cumque occaecati molestiae assumenda earum.,Bengaluru City,13608000,Bhagat Law & Order Police Station,Law & Order,Bhagat and surrounding areas,1,Ravi Kulkarni,Male,64,False,1,Ravi Reddy,Male,19,False,False,3,True,Two-Wheeler,210000.0,1,Switchblade / Dagger,False,Investment / Crypto Scam,Cryptocurrency Wallet,292500.0,True,Insider Trading,5800000.0,Government Department,3,3,2,2024-05-25,2024-05-23,COMPLETED,2,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,5,Monday,False,Night,2,2,,50-64,18-24,47,318
FIR-2024-BLR-001624,DIST-000001,PS-000079,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-08-17,06:35:31,2024-08-24,01:23:52,21.073733,-150.441695,Incident reported at Kashyap Economic Offences Police Station regarding Cyber Crime. Quisquam eveniet necessitatibus facere. Veniam libero quidem inventore aliquid similique. Explicabo dolores maiores quisquam voluptas. Nobis explicabo dignissimos hic minus. Delectus fugiat repudiandae libero eaque adipisci quas. Veritatis fugit possimus delectus.,Bengaluru City,13608000,Kashyap Economic Offences Police Station,Economic Offences,Kashyap and surrounding areas,1,Devaraj Shetty,Male,33,False,1,Bhavya Shetty,Female,51,False,True,4,True,Four-Wheeler,810000.0,2,Sword / Talwar,False,Phishing / Vishing,Mobile Banking Application,305000.0,True,Corporate Fraud,6050000.0,Private Corporation,3,3,3,2024-09-05,2024-08-27,COMPLETED,9,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,8,Saturday,True,Morning,7,9,,25-34,50-64,42,349
FIR-2024-BLR-001625,DIST-000001,PS-000069,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-07-27,09:17:30,2024-07-27,21:06:25,75.001944,-14.964035,Incident reported at Nigam Crime Police Station regarding Cyber Crime. Aperiam quaerat cupiditate tenetur. Architecto occaecati tempora rem sapiente consequuntur praesentium. Animi dolore architecto esse. Libero at a. Harum voluptate praesentium dicta totam assumenda dignissimos.,Bengaluru City,13608000,Nigam Crime Police Station,Crime,Nigam and surrounding areas,1,Meenakshi Kuruba,Female,27,False,1,Shivakumar Rao,Male,19,False,False,4,True,Four-Wheeler,825000.0,1,Wooden Lathi / Club,False,UPI Payment Fraud,Corporate Cloud Server,317500.0,True,Embezzlement / Misappropriation,6300000.0,Government Department,3,2,1,2024-07-28,2024-07-28,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,7,Saturday,True,Morning,0,0,,25-34,18-24,35,280
FIR-2024-BLR-001626,DIST-000001,PS-000063,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-09-10,02:31:39,2024-09-10,15:09:33,57.1481035,44.893828,Incident reported at Natarajan Traffic Police Station regarding Cyber Crime. Sapiente mollitia quae non fugit vero. Facilis quaerat quaerat doloremque. Consequatur fugiat officiis occaecati doloribus itaque alias possimus. Dicta sit veritatis vitae consectetur. Occaecati architecto deserunt ratione rerum nemo expedita sequi.,Bengaluru City,13608000,Natarajan Traffic Police Station,Traffic,Natarajan and surrounding areas,1,Puneeth Pujari,Male,61,False,1,Puneeth Nayak,Male,24,False,False,2,True,Four-Wheeler,840000.0,2,Gelatin Sticks / Detonators,False,Ransomware / Malware,ATM / PoS Terminal,330000.0,True,Money Laundering,6550000.0,Private Corporation,2,2,2,2024-09-15,2024-09-12,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,True,2024,9,Tuesday,False,Night,0,3,,50-64,18-24,41,326
FIR-2024-BLR-001627,DIST-000001,PS-000024,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-08-19,06:48:50,2024-08-19,08:16:36,61.2320275,140.496138,Incident reported at Bengaluru City Women Police Station regarding Cyber Crime. Nostrum voluptatem incidunt esse aut aut eligendi earum. Minus rerum commodi perferendis accusantium. Libero ea ab. Quam ea enim maiores natus. Quo similique itaque sit quisquam tenetur quaerat.,Bengaluru City,13608000,Bengaluru City Women Police Station,Women Police Station,Tiwari and surrounding areas,1,Siddaramaiah Angadi,Male,55,False,1,Ravi Chalavadi,Male,19,False,False,4,True,Four-Wheeler,655000.0,0,No Weapon,False,Identity Theft,E-Commerce Payment Gateway,342500.0,True,Chit Fund Scam,6800000.0,Government Department,2,2,3,2024-08-29,2024-08-23,COMPLETED,6,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,8,Monday,False,Morning,0,6,,50-64,18-24,39,274
FIR-2024-BLR-001628,DIST-000001,PS-000026,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-02-25,21:31:00,2024-02-25,09:57:47,66.029287,-174.503038,Incident reported at Choudhury Law & Order Police Station regarding Cyber Crime. Delectus consequatur velit animi at. Nobis blanditiis cum. Vel voluptatum corporis laborum odit eligendi sapiente. Vel deleniti perspiciatis nostrum aliquid.,Bengaluru City,13608000,Choudhury Law & Order Police Station,Law & Order,Choudhury and surrounding areas,1,Karthik Shenoy,Male,36,False,1,Nagaraj Patil,Male,20,False,True,3,True,Auto-Rickshaw,140000.0,0,No Weapon,False,SIM Swapping,Social Media Profile,355000.0,True,Real Estate Fraud,7050000.0,Private Corporation,2,2,1,2024-02-27,2024-02-27,IN_PROGRESS,0,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,2,Sunday,True,Night,0,0,,35-49,18-24,32,238
FIR-2024-BLR-001629,DIST-000001,PS-000080,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-02-12,09:45:56,2024-02-13,20:19:07,50.127265,-117.535396,Incident reported at Nadkarni Traffic Police Station regarding Cyber Crime. Similique ab tempora officia. Necessitatibus porro libero non labore natus molestias similique. In maiores ad repellendus facere atque cumque. Non accusamus neque voluptates. Quis saepe esse aperiam totam. Inventore hic cumque natus doloribus.,Bengaluru City,13608000,Nadkarni Traffic Police Station,Traffic,Nadkarni and surrounding areas,1,Shivakumar Hegde,Male,51,False,1,Karthik Reddy,Male,31,False,False,3,True,Commercial / LCV,685000.0,0,No Weapon,False,Unauthorized Access / Hacking,Personal Email Account,367500.0,True,Bank Loan Fraud,7300000.0,Government Department,2,2,2,2024-02-20,2024-02-16,COMPLETED,4,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,2,Monday,False,Morning,1,4,,50-64,25-34,43,319
FIR-2024-BLR-001630,DIST-000001,PS-000061,Cyber Crime,IT Act,"IT Act 66C, 66D",2024-07-15,23:59:32,2024-07-15,23:33:33,37.8418875,111.00728,Incident reported at Taneja Law & Order Police Station regarding Cyber Crime. Ducimus suscipit eum commodi. Officiis officia repellendus sequi. Laudantium velit fugiat voluptatibus odio reprehenderit porro vero. Alias placeat doloremque hic impedit officiis. Modi ullam perspiciatis odit delectus. Quae rerum cupiditate exercitationem voluptates quidem amet.,Bengaluru City,13608000,Taneja Law & Order Police Station,Law & Order,Taneja and surrounding areas,1,Nagaraj Prabhu,Male,25,False,1,Radha Prabhu,Female,23,True,False,3,True,Two-Wheeler,115000.0,0,No Weapon,False,Social Media Impersonation,Cryptocurrency Wallet,380000.0,True,Tax Evasion,7550000.0,Private Corporation,3,3,3,2024-07-23,2024-07-20,COMPLETED,3,False,Not Applicable,-1.0,,False,Not Applicable,Not Applicable,-1.0,Not Applicable,-1.0,,Not Applicable,-1.0,False,2024,7,Monday,False,Night,0,3,,18-24,18-24,46,358
